Tout,Bottom,Mid,top
33.18,0.0,0.0,0.0
33.2,0.0,0.0,0.0
33.22,0.0,0.0,0.0
33.24,0.0,0.0,0.0
33.26,0.0,0.0,0.0
33.28,0.0,0.0,0.0
33.3,0.0,0.0,0.0
33.32,0.0,0.0,0.0
33.34,0.0,0.0,0.0
33.36,0.0,0.0,0.0
33.38,0.0,0.0,0.0
33.4,0.0,0.0,0.0
33.42,0.0,0.0,0.0
33.44,0.0,0.0,0.0
33.46,0.0,0.0,0.0
33.48,0.0,0.0,0.0
33.5,0.0,0.0,0.0
33.52,0.0,0.0,0.0
33.54,0.0,0.0,0.0
33.56,0.0,0.0,0.0
33.58,0.0,0.0,0.0
33.6,0.0,0.0,0.0
33.62,0.0,0.0,0.0
33.64,0.0,0.0,0.0
33.66,0.0,0.0,0.0
33.68,0.0,0.0,0.0
33.7,0.0,0.0,0.0
33.72,0.0,0.0,0.0
33.74,0.0,0.0,0.0
33.76,0.0,0.0,0.0
33.78,0.0,0.0,0.0
33.8,0.0,0.0,0.0
33.82,0.0,0.0,0.0
33.84,0.0,0.0,0.0
33.86,0.0,0.0,0.0
33.88,0.0,0.0,0.0
33.9,0.0,0.0,0.0
33.92,0.0,0.0,0.0
33.94,0.0,0.0,0.0
33.96,0.0,0.0,0.0
33.98,0.0,0.0,0.0
34,0.0,0.0,0.0
34.02,0.0,0.0,0.0
34.04,0.0,0.0,0.0
34.06,0.0,0.0,0.0
34.08,0.0,0.0,0.0
34.1,0.0,0.0,0.0
34.12,0.0,0.0,0.0
34.14,0.0,0.0,0.0
34.16,0.0,0.0,0.0
34.18,0.0,0.0,0.0
34.2,0.0,0.0,0.0
34.22,0.0,0.0,0.0
34.24,0.0,0.0,0.0
34.26,0.0,0.0,0.0
34.28,0.0,0.0,0.0
34.3,0.0,0.0,0.0
34.32,0.0,0.0,0.0
34.34,0.0,0.0,0.0
34.36,0.0,0.0,0.0
34.38,0.0,0.0,0.0
34.4,0.0,0.0,0.0
34.42,0.0,0.0,0.0
34.44,0.0,0.0,0.0
34.46,0.0,0.0,0.0
34.48,0.0,0.0,0.0
34.5,0.0,0.0,0.0
34.52,0.0,0.0,0.0
34.54,0.0,0.0,0.0
34.56,0.0,0.0,0.0
34.58,0.0,0.0,0.0
34.6,0.0,0.0,0.0
34.62,0.0,0.0,0.0
34.64,0.0,0.0,0.0
34.66,0.0,0.0,0.0
34.68,0.0,0.0,0.0
34.7,0.0,0.0,0.0
34.72,0.0,0.0,0.0
34.74,0.0,0.0,0.0
34.76,0.0,0.0,0.0
34.78,0.0,0.0,0.0
34.8,0.0,0.0,0.0
34.82,0.0,0.0,0.0
34.84,0.0,0.0,0.0
34.86,0.0,0.0,0.0
34.88,0.0,0.0,0.0
34.9,0.0,0.0,0.0
34.92,0.0,0.0,0.0
34.94,0.0,0.0,0.0
34.96,0.0,0.0,0.0
34.98,0.0,0.0,0.0
35,0.0,0.0,0.0
