Tout,Bottom,Mid,top
1.66,0.0,0.0,0.0
1.68,0.0,0.0,0.0
1.7,0.0,0.0,0.0
1.72,0.0,0.0,0.0
1.74,0.0,0.0,0.0
1.76,0.0,0.0,0.0
1.78,0.0,0.0,0.0
1.8,0.0,0.0,0.0
1.82,0.0,0.0,0.0
1.84,0.0,0.0,0.0
1.86,0.0,0.0,0.0
1.88,0.0,0.0,0.0
1.9,0.0,0.0,0.0
1.92,0.0,0.0,0.0
1.94,0.0,0.0,0.0
1.96,0.0,0.0,0.0
1.98,0.0,0.0,0.0
2,0.0,0.0,0.0
2.02,0.0,0.0,0.0
2.04,0.0,0.0,0.0
2.06,0.0,0.0,0.0
2.08,0.0,0.0,0.0
2.1,0.0,0.0,0.0
2.12,0.0,0.0,0.0
2.14,0.0,0.0,0.0
2.16,0.0,0.0,0.0
2.18,0.0,0.0,0.0
2.2,0.0,0.0,0.0
2.22,0.0,0.0,0.0
2.24,0.0,0.0,0.0
2.26,0.0,0.0,0.0
2.28,0.0,0.0,0.0
2.3,0.0,0.0,0.0
2.32,0.0,0.0,0.0
2.34,0.0,0.0,0.0
2.36,0.0,0.0,0.0
2.38,0.0,0.0,0.0
2.4,0.0,0.0,0.0
2.42,0.0,0.0,0.0
2.44,0.0,0.0,0.0
2.46,0.0,0.0,0.0
2.48,0.0,0.0,0.0
2.5,0.0,0.0,0.0
2.52,0.0,0.0,0.0
2.54,0.0,0.0,0.0
2.56,0.0,0.0,0.0
2.58,0.0,0.0,0.0
2.6,0.0,0.0,0.0
2.62,0.0,0.0,0.0
2.64,0.0,0.0,0.0
2.66,0.0,0.0,0.0
2.68,0.0,0.0,0.0
2.7,0.0,0.0,0.0
2.72,0.0,0.0,0.0
2.74,0.0,0.0,0.0
2.76,0.0,0.0,0.0
2.78,0.0,0.0,0.0
2.8,0.0,0.0,0.0
2.82,0.0,0.0,0.0
2.84,0.0,0.0,0.0
2.86,0.0,0.0,0.0
2.88,0.0,0.0,0.0
2.9,0.0,0.0,0.0
2.92,0.0,0.0,0.0
2.94,0.0,0.0,0.0
2.96,0.0,0.0,0.0
2.98,0.0,0.0,0.0
3,0.0,0.0,0.0
3.02,0.0,0.0,0.0
3.04,0.0,0.0,0.0
3.06,0.0,0.0,0.0
3.08,0.0,0.0,0.0
3.1,0.0,0.0,0.0
3.12,0.0,0.0,0.0
3.14,0.0,0.0,0.0
3.16,0.0,0.0,0.0
3.18,0.0,0.0,0.0
3.2,0.0,0.0,0.0
3.22,0.0,0.0,0.0
3.24,0.0,0.0,0.0
3.26,0.0,0.0,0.0
3.28,0.0,0.0,0.0
3.3,0.0,0.0,0.0
3.32,0.0,0.0,0.0
3.34,0.0,0.0,0.0
3.36,0.0,0.0,0.0
3.38,0.0,0.0,0.0
3.4,0.0,0.0,0.0
3.42,0.0,0.0,0.0
3.44,0.0,0.0,0.0
3.46,0.0,0.0,0.0
3.48,0.0,0.0,0.0
3.5,0.0,0.0,0.0
3.52,0.0,0.0,0.0
3.54,0.0,0.0,0.0
3.56,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.62,0.0,0.0,0.0
3.64,0.0,0.0,0.0
3.66,0.0,0.0,0.0
3.68,0.0,0.0,0.0
3.7,0.0,0.0,0.0
3.72,0.0,0.0,0.0
3.74,0.0,0.0,0.0
3.76,0.0,0.0,0.0
3.78,0.0,0.0,0.0
3.8,0.0,0.0,0.0
3.82,0.0,0.0,0.0
3.84,0.0,0.0,0.0
3.86,0.0,0.0,0.0
3.88,0.0,0.0,0.0
3.9,0.0,0.0,0.0
3.92,0.0,0.0,0.0
3.94,0.0,0.0,0.0
3.96,0.0,0.0,0.0
3.98,0.0,0.0,0.0
4,0.0,0.0,0.0
4.02,0.0,0.0,0.0
4.04,0.0,0.0,0.0
4.06,0.0,0.0,0.0
4.08,0.0,0.0,0.0
4.1,0.0,0.0,0.0
4.12,0.0,0.0,0.0
4.14,0.0,0.0,0.0
4.16,0.0,0.0,0.0
4.18,0.0,0.0,0.0
4.2,0.0,0.0,0.0
4.22,0.0,0.0,0.0
4.24,0.0,0.0,0.0
4.26,0.0,0.0,0.0
4.28,0.0,0.0,0.0
4.3,0.0,0.0,0.0
4.32,0.0,0.0,0.0
4.34,0.0,0.0,0.0
4.36,0.0,0.0,0.0
4.38,0.0,0.0,0.0
4.4,0.0,0.0,0.0
4.42,0.0,0.0,0.0
4.44,0.0,0.0,0.0
4.46,0.0,0.0,0.0
4.48,0.0,0.0,0.0
4.5,0.0,0.0,0.0
4.52,0.0,0.0,0.0
4.54,0.0,0.0,0.0
4.56,0.0,0.0,0.0
4.58,0.0,0.0,0.0
4.6,0.0,0.0,0.0
4.62,0.0,0.0,0.0
4.64,0.0,0.0,0.0
4.66,0.0,0.0,0.0
4.68,0.0,0.0,0.0
4.7,0.0,0.0,0.0
4.72,0.0,0.0,0.0
4.74,0.0,0.0,0.0
4.76,0.0,0.0,0.0
4.78,0.0,0.0,0.0
4.8,0.0,0.0,0.0
4.82,0.0,0.0,0.0
4.84,0.0,0.0,0.0
4.86,0.0,0.0,0.0
4.88,0.0,0.0,0.0
4.9,0.0,0.0,0.0
4.92,0.0,0.0,0.0
4.94,0.0,0.0,0.0
4.96,0.0,0.0,0.0
4.98,0.0,0.0,0.0
5,0.0,0.0,0.0
5.02,0.0,-0.4,0.4
5.04,0.0,-1.6,1.6
5.06,0.0,-3.2,3.2
5.08,0.0,-5.1,5.1
5.1,0.0,-7.1,7.1
5.12,0.0,-9.2,9.2
5.14,0.0,-11.3,11.3
5.16,0.0,-13.4,13.4
5.18,0.0,-15.3,15.3
5.2,0.0,-17.2,17.2
5.22,0.0,-18.9,18.9
5.24,0.0,-20.5,20.5
5.26,0.0,-21.9,21.9
5.28,0.0,-23.2,23.2
5.3,0.0,-24.4,24.4
5.32,0.0,-25.5,25.5
5.34,0.0,-26.4,26.4
5.36,0.0,-27.2,27.2
5.38,0.0,-28.0,28.0
5.4,0.0,-28.6,28.6
5.42,0.0,-29.1,29.1
5.44,0.0,-29.6,29.6
5.46,0.0,-30.0,30.0
5.48,0.0,-30.4,30.4
5.5,0.0,-30.7,30.7
5.52,0.0,-30.9,30.9
5.54,0.0,-31.2,31.2
5.56,0.0,-31.4,31.4
5.58,0.0,-31.5,31.5
5.6,0.0,-31.7,31.7
5.62,0.0,-31.8,31.8
5.64,0.0,-31.9,31.9
5.66,0.0,-32.0,32.0
5.68,0.0,-32.0,32.0
5.7,0.0,-32.1,32.1
5.72,0.0,-32.1,32.1
5.74,0.0,-32.2,32.2
5.76,0.0,-32.2,32.2
5.78,0.0,-32.2,32.2
5.8,0.0,-32.3,32.3
5.82,0.0,-32.3,32.3
5.84,0.0,-32.3,32.3
5.86,0.0,-32.3,32.3
5.88,0.0,-32.3,32.3
5.9,0.0,-32.3,32.3
5.92,0.0,-32.4,32.4
5.94,0.0,-32.4,32.4
5.96,0.0,-32.4,32.4
5.98,0.0,-32.4,32.4
6,0.0,-32.4,32.4
6.02,0.0,-32.4,32.4
6.04,0.0,-32.4,32.4
6.06,0.0,-32.4,32.4
6.08,0.0,-32.4,32.4
6.1,0.0,-32.4,32.4
6.12,0.0,-32.4,32.4
6.14,0.0,-32.4,32.4
6.16,0.0,-32.4,32.4
6.18,0.0,-32.4,32.4
6.2,0.0,-32.4,32.4
6.22,0.0,-32.4,32.4
6.24,0.0,-32.4,32.4
6.26,0.0,-32.4,32.4
6.28,0.0,-32.4,32.4
6.3,0.0,-32.4,32.4
6.32,0.0,-32.4,32.4
6.34,0.0,-32.4,32.4
6.36,0.0,-32.4,32.4
6.38,0.0,-32.4,32.4
6.4,0.0,-32.4,32.4
6.42,0.0,-32.4,32.4
6.44,0.0,-32.4,32.4
6.46,0.0,-32.4,32.4
6.48,0.0,-32.4,32.4
6.5,0.0,-32.4,32.4
6.52,0.0,-32.4,32.4
6.54,0.0,-32.4,32.4
6.56,0.0,-32.4,32.4
6.58,0.0,-32.4,32.4
6.6,0.0,-32.4,32.4
6.62,0.0,-32.4,32.4
6.64,0.0,-32.4,32.4
6.66,0.0,-32.4,32.4
6.68,0.0,-32.4,32.4
6.7,0.0,-32.4,32.4
6.72,0.0,-32.4,32.4
6.74,0.0,-32.4,32.4
6.76,0.0,-32.4,32.4
6.78,0.0,-32.4,32.4
6.8,0.0,-32.4,32.4
6.82,0.0,-32.4,32.4
6.84,0.0,-32.4,32.4
6.86,0.0,-32.4,32.4
6.88,0.0,-32.4,32.4
6.9,0.0,-32.4,32.4
6.92,0.0,-32.4,32.4
6.94,0.0,-32.4,32.4
6.96,0.0,-32.4,32.4
6.98,0.0,-32.4,32.4
7,0.0,-32.4,32.4
7.02,0.0,-32.4,32.4
7.04,0.0,-32.4,32.4
7.06,0.0,-32.4,32.4
7.08,0.0,-32.4,32.4
7.1,0.0,-32.4,32.4
7.12,0.0,-32.4,32.4
7.14,0.0,-32.4,32.4
7.16,0.0,-32.4,32.4
7.18,0.0,-32.4,32.4
7.2,0.0,-32.4,32.4
7.22,0.0,-32.4,32.4
7.24,0.0,-32.4,32.4
7.26,0.0,-32.4,32.4
7.28,0.0,-32.4,32.4
7.3,0.0,-32.4,32.4
7.32,0.0,-32.4,32.4
7.34,0.0,-32.4,32.4
7.36,0.0,-32.4,32.4
7.38,0.0,-32.4,32.4
7.4,0.0,-32.4,32.4
7.42,0.0,-32.4,32.4
7.44,0.0,-32.4,32.4
7.46,0.0,-32.4,32.4
7.48,0.0,-32.4,32.4
7.5,0.0,-32.4,32.4
7.52,0.0,-32.4,32.4
7.54,0.0,-32.4,32.4
7.56,0.0,-32.4,32.4
7.58,0.0,-32.4,32.4
7.6,0.0,-32.4,32.4
7.62,0.0,-32.4,32.4
7.64,0.0,-32.4,32.4
7.66,0.0,-32.4,32.4
7.68,0.0,-32.4,32.4
7.7,0.0,-32.4,32.4
7.72,0.0,-32.4,32.4
7.74,0.0,-32.4,32.4
7.76,0.0,-32.4,32.4
7.78,0.0,-32.4,32.4
7.8,0.0,-32.4,32.4
7.82,0.0,-32.4,32.4
7.84,0.0,-32.4,32.4
7.86,0.0,-32.4,32.4
7.88,0.0,-32.4,32.4
7.9,0.0,-32.4,32.4
7.92,0.0,-32.4,32.4
7.94,0.0,-32.4,32.4
7.96,0.0,-32.4,32.4
7.98,0.0,-32.4,32.4
8,0.0,-32.4,32.4
8.02,0.0,-32.4,32.4
8.04,0.0,-32.4,32.4
8.06,0.0,-32.4,32.4
8.08,0.0,-32.4,32.4
8.1,0.0,-32.4,32.4
8.12,0.0,-32.4,32.4
8.14,0.0,-32.4,32.4
8.16,0.0,-32.4,32.4
8.18,0.0,-32.4,32.4
8.2,0.0,-32.4,32.4
8.22,0.0,-32.4,32.4
8.24,0.0,-32.4,32.4
8.26,0.0,-32.4,32.4
8.28,0.0,-32.4,32.4
8.3,0.0,-32.4,32.4
8.32,0.0,-32.4,32.4
8.34,0.0,-32.4,32.4
8.36,0.0,-32.4,32.4
8.38,0.0,-32.4,32.4
8.4,0.0,-32.4,32.4
8.42,0.0,-32.4,32.4
8.44,0.0,-32.4,32.4
8.46,0.0,-32.4,32.4
8.48,0.0,-32.4,32.4
8.5,0.0,-32.4,32.4
8.52,0.0,-32.4,32.4
8.54,0.0,-32.4,32.4
8.56,0.0,-32.4,32.4
8.58,0.0,-32.4,32.4
8.6,0.0,-32.4,32.4
8.62,0.0,-32.4,32.4
8.64,0.0,-32.4,32.4
8.66,0.0,-32.4,32.4
8.68,0.0,-32.4,32.4
8.7,0.0,-32.4,32.4
8.72,0.0,-32.4,32.4
8.74,0.0,-32.4,32.4
8.76,0.0,-32.4,32.4
8.78,0.0,-32.4,32.4
8.8,0.0,-32.4,32.4
8.82,0.0,-32.4,32.4
8.84,0.0,-32.4,32.4
8.86,0.0,-32.4,32.4
8.88,0.0,-32.4,32.4
8.9,0.0,-32.4,32.4
8.92,0.0,-32.4,32.4
8.94,0.0,-32.4,32.4
8.96,0.0,-32.4,32.4
8.98,0.0,-32.4,32.4
9,0.0,-32.4,32.4
9.02,0.0,-32.4,32.4
9.04,0.0,-32.4,32.4
9.06,0.0,-32.4,32.4
9.08,0.0,-32.4,32.4
9.1,0.0,-32.4,32.4
9.12,0.0,-32.4,32.4
9.14,0.0,-32.4,32.4
9.16,0.0,-32.4,32.4
9.18,0.0,-32.4,32.4
9.2,0.0,-32.4,32.4
9.22,0.0,-32.4,32.4
9.24,0.0,-32.4,32.4
9.26,0.0,-32.4,32.4
9.28,0.0,-32.4,32.4
9.3,0.0,-32.4,32.4
9.32,0.0,-32.4,32.4
9.34,0.0,-32.4,32.4
9.36,0.0,-32.4,32.4
9.38,0.0,-32.4,32.4
9.4,0.0,-32.4,32.4
9.42,0.0,-32.4,32.4
9.44,0.0,-32.4,32.4
9.46,0.0,-32.4,32.4
9.48,0.0,-32.4,32.4
9.5,0.0,-32.4,32.4
9.52,0.0,-32.4,32.4
9.54,0.0,-32.4,32.4
9.56,0.0,-32.4,32.4
9.58,0.0,-32.4,32.4
9.6,0.0,-32.4,32.4
9.62,0.0,-32.4,32.4
9.64,0.0,-32.4,32.4
9.66,0.0,-32.4,32.4
9.68,0.0,-32.4,32.4
9.7,0.0,-32.4,32.4
9.72,0.0,-32.4,32.4
9.74,0.0,-32.4,32.4
9.76,0.0,-32.4,32.4
9.78,0.0,-32.4,32.4
9.8,0.0,-32.4,32.4
9.82,0.0,-32.4,32.4
9.84,0.0,-32.4,32.4
9.86,0.0,-32.4,32.4
9.88,0.0,-32.4,32.4
9.9,0.0,-32.4,32.4
9.92,0.0,-32.4,32.4
9.94,0.0,-32.4,32.4
9.96,0.0,-32.4,32.4
9.98,0.0,-32.4,32.4
10,0.0,-32.4,32.4
10.02,0.0,-31.6,31.6
10.04,0.0,-29.7,29.7
10.06,0.0,-27.2,27.2
10.08,0.0,-24.6,24.6
10.1,0.0,-21.9,21.9
10.12,0.0,-19.3,19.3
10.14,0.0,-17.0,17.0
10.16,0.0,-14.8,14.8
10.18,0.0,-12.9,12.9
10.2,0.0,-11.2,11.2
10.22,0.0,-9.7,9.7
10.24,0.0,-8.3,8.3
10.26,0.0,-7.2,7.2
10.28,0.0,-6.2,6.2
10.3,0.0,-5.3,5.3
10.32,0.0,-4.5,4.5
10.34,0.0,-3.9,3.9
10.36,0.0,-3.3,3.3
10.38,0.0,-2.8,2.8
10.4,0.0,-2.4,2.4
10.42,0.0,-2.0,2.0
10.44,0.0,-1.7,1.7
10.46,0.0,-1.5,1.5
10.48,0.0,-1.2,1.2
10.5,0.0,-1.0,1.0
10.52,0.0,-0.9,0.9
10.54,0.0,-0.7,0.7
10.56,0.0,-0.6,0.6
10.58,0.0,-0.5,0.5
10.6,0.0,-0.4,0.4
10.62,0.0,-0.4,0.4
10.64,0.0,-0.3,0.3
10.66,0.0,-0.3,0.3
10.68,0.0,-0.2,0.2
10.7,0.0,-0.2,0.2
10.72,0.0,-0.2,0.2
10.74,0.0,-0.1,0.1
10.76,0.0,-0.1,0.1
10.78,0.0,-0.1,0.1
10.8,0.0,-0.1,0.1
10.82,0.0,-0.1,0.1
10.84,0.0,-0.1,0.1
10.86,0.0,0.0,0.0
10.88,0.0,0.0,0.0
10.9,0.0,0.0,0.0
10.92,0.0,0.0,0.0
10.94,0.0,0.0,0.0
10.96,0.0,0.0,0.0
10.98,0.0,0.0,0.0
11,0.0,0.0,0.0
11.02,0.0,0.0,0.0
11.04,0.0,0.0,0.0
11.06,0.0,0.0,0.0
11.08,0.0,0.0,0.0
11.1,0.0,0.0,0.0
11.12,0.0,0.0,0.0
11.14,0.0,0.0,0.0
11.16,0.0,0.0,0.0
11.18,0.0,0.0,0.0
11.2,0.0,0.0,0.0
11.22,0.0,0.0,0.0
11.24,0.0,0.0,0.0
11.26,0.0,0.0,0.0
11.28,0.0,0.0,0.0
11.3,0.0,0.0,0.0
11.32,0.0,0.0,0.0
11.34,0.0,0.0,0.0
11.36,0.0,0.0,0.0
11.38,0.0,0.0,0.0
11.4,0.0,0.0,0.0
11.42,0.0,0.0,0.0
11.44,0.0,0.0,0.0
11.46,0.0,0.0,0.0
11.48,0.0,0.0,0.0
11.5,0.0,0.0,0.0
11.52,0.0,0.0,0.0
11.54,0.0,0.0,0.0
11.56,0.0,0.0,0.0
11.58,0.0,0.0,0.0
11.6,0.0,0.0,0.0
11.62,0.0,0.0,0.0
11.64,0.0,0.0,0.0
11.66,0.0,0.0,0.0
11.68,0.0,0.0,0.0
11.7,0.0,0.0,0.0
11.72,0.0,0.0,0.0
11.74,0.0,0.0,0.0
11.76,0.0,0.0,0.0
11.78,0.0,0.0,0.0
11.8,0.0,0.0,0.0
11.82,0.0,0.0,0.0
11.84,0.0,0.0,0.0
11.86,0.0,0.0,0.0
11.88,0.0,0.0,0.0
11.9,0.0,0.0,0.0
11.92,0.0,0.0,0.0
11.94,0.0,0.0,0.0
11.96,0.0,0.0,0.0
11.98,0.0,0.0,0.0
12,0.0,0.0,0.0
12.02,0.0,0.0,0.0
12.04,0.0,0.0,0.0
12.06,0.0,0.0,0.0
12.08,0.0,0.0,0.0
12.1,0.0,0.0,0.0
12.12,0.0,0.0,0.0
12.14,0.0,0.0,0.0
12.16,0.0,0.0,0.0
12.18,0.0,0.0,0.0
12.2,0.0,0.0,0.0
12.22,0.0,0.0,0.0
12.24,0.0,0.0,0.0
12.26,0.0,0.0,0.0
12.28,0.0,0.0,0.0
12.3,0.0,0.0,0.0
12.32,0.0,0.0,0.0
12.34,0.0,0.0,0.0
12.36,0.0,0.0,0.0
12.38,0.0,0.0,0.0
12.4,0.0,0.0,0.0
12.42,0.0,0.0,0.0
12.44,0.0,0.0,0.0
12.46,0.0,0.0,0.0
12.48,0.0,0.0,0.0
12.5,0.0,0.0,0.0
12.52,0.0,0.0,0.0
12.54,0.0,0.0,0.0
12.56,0.0,0.0,0.0
12.58,0.0,0.0,0.0
12.6,0.0,0.0,0.0
12.62,0.0,0.0,0.0
12.64,0.0,0.0,0.0
12.66,0.0,0.0,0.0
12.68,0.0,0.0,0.0
12.7,0.0,0.0,0.0
12.72,0.0,0.0,0.0
12.74,0.0,0.0,0.0
12.76,0.0,0.0,0.0
12.78,0.0,0.0,0.0
12.8,0.0,0.0,0.0
12.82,0.0,0.0,0.0
12.84,0.0,0.0,0.0
12.86,0.0,0.0,0.0
12.88,0.0,0.0,0.0
12.9,0.0,0.0,0.0
12.92,0.0,0.0,0.0
12.94,0.0,0.0,0.0
12.96,0.0,0.0,0.0
12.98,0.0,0.0,0.0
13,0.0,0.0,0.0
13.02,0.0,0.0,0.0
13.04,0.0,0.0,0.0
13.06,0.0,0.0,0.0
13.08,0.0,0.0,0.0
13.1,0.0,0.0,0.0
13.12,0.0,0.0,0.0
13.14,0.0,0.0,0.0
13.16,0.0,0.0,0.0
13.18,0.0,0.0,0.0
13.2,0.0,0.0,0.0
13.22,0.0,0.0,0.0
13.24,0.0,0.0,0.0
13.26,0.0,0.0,0.0
13.28,0.0,0.0,0.0
13.3,0.0,0.0,0.0
13.32,0.0,0.0,0.0
13.34,0.0,0.0,0.0
13.36,0.0,0.0,0.0
13.38,0.0,0.0,0.0
13.4,0.0,0.0,0.0
13.42,0.0,0.0,0.0
13.44,0.0,0.0,0.0
13.46,0.0,0.0,0.0
13.48,0.0,0.0,0.0
13.5,0.0,0.0,0.0
13.52,0.0,0.0,0.0
13.54,0.0,0.0,0.0
13.56,0.0,0.0,0.0
13.58,0.0,0.0,0.0
13.6,0.0,0.0,0.0
13.62,0.0,0.0,0.0
13.64,0.0,0.0,0.0
13.66,0.0,0.0,0.0
13.68,0.0,0.0,0.0
13.7,0.0,0.0,0.0
13.72,0.0,0.0,0.0
13.74,0.0,0.0,0.0
13.76,0.0,0.0,0.0
13.78,0.0,0.0,0.0
13.8,0.0,0.0,0.0
13.82,0.0,0.0,0.0
13.84,0.0,0.0,0.0
13.86,0.0,0.0,0.0
13.88,0.0,0.0,0.0
13.9,0.0,0.0,0.0
13.92,0.0,0.0,0.0
13.94,0.0,0.0,0.0
13.96,0.0,0.0,0.0
13.98,0.0,0.0,0.0
14,0.0,0.0,0.0
14.02,0.0,0.0,0.0
14.04,0.0,0.0,0.0
14.06,0.0,0.0,0.0
14.08,0.0,0.0,0.0
14.1,0.0,0.0,0.0
14.12,0.0,0.0,0.0
14.14,0.0,0.0,0.0
14.16,0.0,0.0,0.0
14.18,0.0,0.0,0.0
14.2,0.0,0.0,0.0
14.22,0.0,0.0,0.0
14.24,0.0,0.0,0.0
14.26,0.0,0.0,0.0
14.28,0.0,0.0,0.0
14.3,0.0,0.0,0.0
14.32,0.0,0.0,0.0
14.34,0.0,0.0,0.0
14.36,0.0,0.0,0.0
14.38,0.0,0.0,0.0
14.4,0.0,0.0,0.0
14.42,0.0,0.0,0.0
14.44,0.0,0.0,0.0
14.46,0.0,0.0,0.0
14.48,0.0,0.0,0.0
14.5,0.0,0.0,0.0
14.52,0.0,0.0,0.0
14.54,0.0,0.0,0.0
14.56,0.0,0.0,0.0
14.58,0.0,0.0,0.0
14.6,0.0,0.0,0.0
14.62,0.0,0.0,0.0
14.64,0.0,0.0,0.0
14.66,0.0,0.0,0.0
14.68,0.0,0.0,0.0
14.7,0.0,0.0,0.0
14.72,0.0,0.0,0.0
14.74,0.0,0.0,0.0
14.76,0.0,0.0,0.0
14.78,0.0,0.0,0.0
14.8,0.0,0.0,0.0
14.82,0.0,0.0,0.0
14.84,0.0,0.0,0.0
14.86,0.0,0.0,0.0
14.88,0.0,0.0,0.0
14.9,0.0,0.0,0.0
14.92,0.0,0.0,0.0
14.94,0.0,0.0,0.0
14.96,0.0,0.0,0.0
14.98,0.0,0.0,0.0
15,0.0,0.0,0.0
15.02,-0.5,0.2,0.2
15.04,-1.8,0.9,0.9
15.06,-3.6,1.8,1.7
15.08,-5.7,2.9,2.7
15.1,-7.9,4.2,3.7
15.12,-10.2,5.4,4.6
15.14,-12.5,6.6,5.5
15.16,-14.6,7.8,6.3
15.18,-16.7,9.0,7.0
15.2,-18.7,10.1,7.7
15.22,-20.5,11.1,8.2
15.24,-22.2,12.0,8.7
15.26,-23.7,12.8,9.1
15.28,-25.2,13.5,9.5
15.3,-26.4,14.2,9.8
15.32,-27.6,14.8,10.1
15.34,-28.6,15.3,10.3
15.36,-29.5,15.7,10.5
15.38,-30.3,16.1,10.6
15.4,-31.0,16.4,10.8
15.42,-31.6,16.7,10.9
15.44,-32.1,17.0,11.0
15.46,-32.6,17.2,11.1
15.48,-33.0,17.4,11.1
15.5,-33.3,17.5,11.2
15.52,-33.6,17.7,11.3
15.54,-33.9,17.8,11.3
15.56,-34.1,17.9,11.3
15.58,-34.3,17.9,11.4
15.6,-34.4,18.0,11.4
15.62,-34.6,18.1,11.4
15.64,-34.7,18.1,11.4
15.66,-34.8,18.2,11.4
15.68,-34.8,18.2,11.5
15.7,-34.9,18.2,11.5
15.72,-35.0,18.3,11.5
15.74,-35.0,18.3,11.5
15.76,-35.1,18.3,11.5
15.78,-35.1,18.3,11.5
15.8,-35.1,18.3,11.5
15.82,-35.1,18.3,11.5
15.84,-35.2,18.4,11.5
15.86,-35.2,18.4,11.5
15.88,-35.2,18.4,11.5
15.9,-35.2,18.4,11.5
15.92,-35.2,18.4,11.5
15.94,-35.2,18.4,11.5
15.96,-35.2,18.4,11.5
15.98,-35.2,18.4,11.5
16,-35.2,18.4,11.5
16.02,-35.2,18.4,11.5
16.04,-35.2,18.4,11.5
16.06,-35.3,18.4,11.5
16.08,-35.3,18.4,11.5
16.1,-35.3,18.4,11.5
16.12,-35.3,18.4,11.5
16.14,-35.3,18.4,11.5
16.16,-35.3,18.4,11.5
16.18,-35.3,18.4,11.5
16.2,-35.3,18.4,11.5
16.22,-35.3,18.4,11.5
16.24,-35.3,18.4,11.5
16.26,-35.3,18.4,11.5
16.28,-35.3,18.4,11.5
16.3,-35.3,18.4,11.5
16.32,-35.3,18.4,11.5
16.34,-35.3,18.4,11.5
16.36,-35.3,18.4,11.5
16.38,-35.3,18.4,11.5
16.4,-35.3,18.4,11.5
16.42,-35.3,18.4,11.5
16.44,-35.3,18.4,11.5
16.46,-35.3,18.4,11.5
16.48,-35.3,18.4,11.5
16.5,-35.3,18.4,11.5
16.52,-35.3,18.4,11.5
16.54,-35.3,18.4,11.5
16.56,-35.3,18.4,11.5
16.58,-35.3,18.4,11.5
16.6,-35.3,18.4,11.5
16.62,-35.3,18.4,11.5
16.64,-35.3,18.4,11.5
16.66,-35.3,18.4,11.5
16.68,-35.3,18.4,11.5
16.7,-35.3,18.4,11.5
16.72,-35.3,18.4,11.5
16.74,-35.3,18.4,11.5
16.76,-35.3,18.4,11.5
16.78,-35.3,18.4,11.5
16.8,-35.3,18.4,11.5
16.82,-35.3,18.4,11.5
16.84,-35.3,18.4,11.5
16.86,-35.3,18.4,11.5
16.88,-35.3,18.4,11.5
16.9,-35.3,18.4,11.5
16.92,-35.3,18.4,11.5
16.94,-35.3,18.4,11.5
16.96,-35.3,18.4,11.5
16.98,-35.3,18.4,11.5
